customer_id,recency_score,frequency_score,monetary_score,rfm_score,segment
13310.0,4,3,4,11,Loyal Customers
13311.0,5,2,3,10,Cannot Lose
13313.0,4,3,4,11,Loyal Customers
13314.0,5,3,3,11,Potential Loyalists
13316.0,3,3,5,11,Potential Loyalists
13317.0,3,4,5,12,Potential Loyalists
13318.0,5,3,3,11,Potential Loyalists
13319.0,5,5,5,15,Champions
13320.0,2,3,4,9,Need Attention
13321.0,2,2,3,7,About to Sleep
13322.0,4,1,1,6,New Customers
13323.0,5,3,3,11,Potential Loyalists
13324.0,3,4,5,12,Potential Loyalists
13325.0,2,1,3,6,About to Sleep
13327.0,3,4,5,12,Potential Loyalists
13328.0,1,1,4,6,About to Sleep
13329.0,4,2,3,9,Cannot Lose
13330.0,2,3,4,9,Need Attention
13332.0,4,1,2,7,New Customers
13334.0,2,3,5,10,Need Attention
13336.0,2,1,3,6,About to Sleep
13338.0,2,1,3,6,About to Sleep
13339.0,1,1,3,5,About to Sleep
13340.0,3,4,5,12,Potential Loyalists
13341.0,1,1,3,5,About to Sleep
13343.0,2,1,2,5,Hibernating
13344.0,3,3,5,11,Potential Loyalists
13345.0,1,1,2,4,Hibernating
13347.0,3,1,2,6,Promising
13348.0,3,1,1,5,Promising
13349.0,5,1,2,8,New Customers
13350.0,4,2,4,10,Loyal Customers
13351.0,3,1,2,6,Promising
13352.0,3,1,2,6,Promising
13354.0,3,1,3,7,Cannot Lose
13355.0,2,1,3,6,About to Sleep
13356.0,2,1,3,6,About to Sleep
13357.0,1,1,3,5,About to Sleep
13358.0,1,1,2,4,Hibernating
13359.0,3,1,2,6,Promising
13362.0,5,3,5,13,Champions
13363.0,4,2,4,10,Loyal Customers
13364.0,3,1,1,5,Promising
13365.0,3,2,5,10,Cannot Lose
13366.0,3,1,1,5,Promising
13368.0,1,2,3,6,About to Sleep
13369.0,1,1,2,4,Hibernating
13370.0,1,1,3,5,About to Sleep
13372.0,2,1,2,5,Hibernating
13373.0,3,3,5,11,Potential Loyalists
13375.0,2,1,3,6,About to Sleep
13376.0,2,3,4,9,Need Attention
13379.0,4,3,3,10,Potential Loyalists
13381.0,4,4,5,13,Champions
13382.0,1,1,1,3,Hibernating
13384.0,4,4,5,13,Champions
13385.0,1,1,3,5,About to Sleep
13388.0,2,2,3,7,About to Sleep
13389.0,5,3,3,11,Potential Loyalists
13390.0,2,1,3,6,About to Sleep
13391.0,1,1,1,3,Hibernating
13394.0,5,4,5,14,Champions
13395.0,1,1,2,4,Hibernating
13396.0,4,2,4,10,Loyal Customers
13397.0,2,3,4,9,Need Attention
13398.0,1,1,2,4,Hibernating
13402.0,2,2,3,7,About to Sleep
13403.0,4,1,1,6,New Customers
13404.0,5,2,2,9,New Customers
13405.0,2,3,3,8,Need Attention
13408.0,5,5,5,15,Champions
13410.0,4,3,4,11,Loyal Customers
13411.0,2,1,1,4,Hibernating
13414.0,2,2,3,7,About to Sleep
13416.0,3,2,3,8,Cannot Lose
13417.0,5,2,3,10,Cannot Lose
13418.0,5,5,5,15,Champions
13419.0,3,1,1,5,Promising
13420.0,2,2,1,5,Hibernating
13421.0,3,2,4,9,Cannot Lose
13422.0,3,1,5,9,Cannot Lose
13425.0,2,3,4,9,Need Attention
13426.0,5,4,5,14,Champions
13427.0,4,3,3,10,Potential Loyalists
13428.0,5,1,1,7,New Customers
13429.0,5,3,4,12,Loyal Customers
13430.0,4,2,3,9,Cannot Lose
13431.0,3,2,4,9,Cannot Lose
13434.0,2,2,3,7,About to Sleep
13435.0,5,4,5,14,Champions
13436.0,5,1,1,7,New Customers
13437.0,4,4,5,13,Champions
13439.0,1,1,2,4,Hibernating
13441.0,2,1,2,5,Hibernating
13447.0,4,3,4,11,Loyal Customers
13448.0,4,4,5,13,Champions
13449.0,4,1,2,7,New Customers
13450.0,4,4,5,13,Champions
13451.0,4,3,5,12,Loyal Customers
13453.0,2,2,2,6,Hibernating
13455.0,4,2,4,10,Loyal Customers
13456.0,4,4,4,12,Loyal Customers
13458.0,5,5,5,15,Champions
13460.0,4,2,1,7,New Customers
13461.0,3,3,4,10,Potential Loyalists
13462.0,1,1,1,3,Hibernating
13464.0,3,1,3,7,Cannot Lose
13466.0,1,1,2,4,Hibernating
13467.0,5,2,4,11,Loyal Customers
13468.0,5,5,5,15,Champions
13470.0,2,2,1,5,Hibernating
13471.0,5,3,5,13,Champions
13473.0,3,2,2,7,Promising
13474.0,1,1,1,3,Hibernating
13475.0,1,3,4,8,Need Attention
13476.0,2,2,4,8,About to Sleep
13477.0,3,4,4,11,Potential Loyalists
13479.0,1,2,2,5,Hibernating
13481.0,3,3,4,10,Potential Loyalists
13482.0,1,1,1,3,Hibernating
13483.0,3,1,1,5,Promising
13484.0,1,1,2,4,Hibernating
13485.0,1,1,2,4,Hibernating
13486.0,2,3,4,9,Need Attention
13487.0,3,3,3,9,Potential Loyalists
13488.0,4,5,5,14,Champions
13489.0,2,3,2,7,Cannot Lose
13491.0,3,4,4,11,Potential Loyalists
13492.0,2,3,4,9,Need Attention
13493.0,1,2,3,6,About to Sleep
13494.0,1,1,2,4,Hibernating
13495.0,5,3,5,13,Champions
13496.0,5,2,3,10,Cannot Lose
13497.0,1,2,2,5,Hibernating
13499.0,4,3,4,11,Loyal Customers
13500.0,4,3,4,11,Loyal Customers
13501.0,1,1,4,6,About to Sleep
13502.0,4,3,2,9,Cannot Lose
13503.0,3,1,1,5,Promising
13504.0,3,1,2,6,Promising
13505.0,2,3,5,10,Need Attention
13506.0,1,2,2,5,Hibernating
13507.0,5,3,5,13,Champions
13508.0,1,1,1,3,Hibernating
13509.0,5,4,4,13,Champions
13510.0,5,3,4,12,Loyal Customers
13512.0,1,1,2,4,Hibernating
13513.0,2,1,1,4,Hibernating
13514.0,2,1,1,4,Hibernating
13515.0,2,3,3,8,Need Attention
13516.0,4,3,4,11,Loyal Customers
13517.0,3,3,5,11,Potential Loyalists
13518.0,2,1,3,6,About to Sleep
13519.0,2,1,1,4,Hibernating
13520.0,3,4,5,12,Potential Loyalists
13521.0,5,3,4,12,Loyal Customers
13522.0,4,1,1,6,New Customers
13523.0,3,3,5,11,Potential Loyalists
13524.0,3,3,3,9,Potential Loyalists
13525.0,4,2,3,9,Cannot Lose
13527.0,3,4,5,12,Potential Loyalists
13529.0,2,2,2,6,Hibernating
13531.0,1,2,3,6,About to Sleep
13532.0,3,1,1,5,Promising
13533.0,1,3,2,6,Cannot Lose
13534.0,5,5,5,15,Champions
13536.0,5,4,5,14,Champions
13538.0,3,4,4,11,Potential Loyalists
13539.0,2,3,3,8,Need Attention
13544.0,3,2,2,7,Promising
13546.0,5,3,3,11,Potential Loyalists
13548.0,2,2,3,7,About to Sleep
13549.0,4,4,3,11,Loyal Customers
13551.0,1,1,1,3,Hibernating
13552.0,3,5,5,13,Champions
13555.0,2,3,5,10,Need Attention
13557.0,4,2,3,9,Cannot Lose
13558.0,5,3,3,11,Potential Loyalists
13560.0,5,1,1,7,New Customers
13561.0,1,1,1,3,Hibernating
13562.0,2,3,4,9,Need Attention
13563.0,2,2,3,7,About to Sleep
13564.0,1,2,4,7,About to Sleep
13565.0,4,2,1,7,New Customers
13566.0,3,2,3,8,Cannot Lose
13568.0,2,1,1,4,Hibernating
13569.0,4,2,2,8,New Customers
13570.0,1,1,1,3,Hibernating
13571.0,5,5,5,15,Champions
13572.0,1,1,4,6,About to Sleep
13573.0,3,2,2,7,Promising
13575.0,4,3,3,10,Potential Loyalists
13576.0,5,5,5,15,Champions
13577.0,4,3,4,11,Loyal Customers
13579.0,4,2,2,8,New Customers
13581.0,1,1,1,3,Hibernating
13583.0,2,1,3,6,About to Sleep
13584.0,1,1,1,3,Hibernating
13587.0,3,1,3,7,Cannot Lose
13588.0,4,4,5,13,Champions
13589.0,4,2,2,8,New Customers
13590.0,5,4,4,13,Champions
13591.0,3,3,4,10,Potential Loyalists
13592.0,3,3,2,8,Cannot Lose
13593.0,2,3,5,10,Need Attention
13594.0,3,1,2,6,Promising
13596.0,5,2,3,10,Cannot Lose
13598.0,3,1,1,5,Promising
13599.0,5,5,5,15,Champions
13600.0,1,1,1,3,Hibernating
13601.0,3,2,3,8,Cannot Lose
13602.0,3,1,2,6,Promising
13603.0,4,1,1,6,New Customers
13606.0,4,3,2,9,Cannot Lose
13607.0,3,1,3,7,Cannot Lose
13610.0,5,4,4,13,Champions
13611.0,2,3,4,9,Need Attention
13614.0,4,3,4,11,Loyal Customers
13615.0,1,1,2,4,Hibernating
13617.0,3,3,3,9,Potential Loyalists
13618.0,2,1,1,4,Hibernating
13621.0,2,1,1,4,Hibernating
13623.0,4,3,3,10,Potential Loyalists
13626.0,1,1,2,4,Hibernating
13627.0,3,3,4,10,Potential Loyalists
13629.0,4,5,5,14,Champions
13630.0,5,4,5,14,Champions
13631.0,2,5,5,12,At Risk
13632.0,4,3,5,12,Loyal Customers
13634.0,3,3,4,10,Potential Loyalists
13635.0,3,1,4,8,Cannot Lose
13636.0,3,3,4,10,Potential Loyalists
13637.0,3,3,3,9,Potential Loyalists
13638.0,4,1,1,6,New Customers
13639.0,2,1,4,7,About to Sleep
13642.0,1,1,2,4,Hibernating
13643.0,4,3,3,10,Potential Loyalists
13644.0,4,3,5,12,Loyal Customers
13645.0,2,1,2,5,Hibernating
13647.0,5,3,4,12,Loyal Customers
13649.0,1,2,2,5,Hibernating
13650.0,4,4,4,12,Loyal Customers
13651.0,3,2,1,6,Promising
13652.0,3,3,4,10,Potential Loyalists
13654.0,3,4,5,12,Potential Loyalists
13655.0,2,2,4,8,About to Sleep
13656.0,2,2,2,6,Hibernating
13657.0,5,2,2,9,New Customers
13658.0,5,3,5,13,Champions
13659.0,1,2,4,7,About to Sleep
13662.0,2,3,3,8,Need Attention
13663.0,2,1,1,4,Hibernating
13666.0,3,3,1,7,Cannot Lose
13667.0,2,1,2,5,Hibernating
13668.0,5,5,5,15,Champions
13669.0,3,2,1,6,Promising
13670.0,2,1,2,5,Hibernating
13672.0,1,2,1,4,Hibernating
13673.0,4,2,2,8,New Customers
13675.0,2,2,3,7,About to Sleep
13678.0,2,1,1,4,Hibernating
13680.0,5,3,5,13,Champions
13681.0,4,3,3,10,Potential Loyalists
13682.0,1,1,1,3,Hibernating
13684.0,1,1,1,3,Hibernating
13685.0,5,4,4,13,Champions
13686.0,1,1,1,3,Hibernating
13689.0,3,1,3,7,Cannot Lose
13690.0,3,1,1,5,Promising
13692.0,4,3,4,11,Loyal Customers
13694.0,5,5,5,15,Champions
13695.0,4,5,5,14,Champions
13697.0,3,1,1,5,Promising
13699.0,2,1,2,5,Hibernating
13700.0,4,4,5,13,Champions
13703.0,1,1,1,3,Hibernating
13704.0,5,4,5,14,Champions
13705.0,5,3,3,11,Potential Loyalists
13706.0,1,1,2,4,Hibernating
13707.0,1,2,3,6,About to Sleep
13708.0,1,1,2,4,Hibernating
13709.0,5,5,5,15,Champions
13710.0,4,1,1,6,New Customers
13711.0,1,2,2,5,Hibernating
13712.0,1,1,1,3,Hibernating
13715.0,1,3,4,8,Need Attention
13716.0,1,1,1,3,Hibernating
13717.0,4,4,4,12,Loyal Customers
13718.0,1,2,2,5,Hibernating
13719.0,4,3,4,11,Loyal Customers
13720.0,2,3,3,8,Need Attention
13721.0,3,1,3,7,Cannot Lose
13722.0,2,3,5,10,Need Attention
13723.0,1,1,1,3,Hibernating
13725.0,3,4,4,11,Potential Loyalists
13726.0,3,2,4,9,Cannot Lose
13727.0,4,2,2,8,New Customers
13728.0,3,4,4,11,Potential Loyalists
13730.0,2,2,3,7,About to Sleep
13731.0,1,2,3,6,About to Sleep
13732.0,4,1,3,8,Cannot Lose
13735.0,4,3,5,12,Loyal Customers
13736.0,5,2,3,10,Cannot Lose
13737.0,1,1,2,4,Hibernating
13739.0,4,1,1,6,New Customers
13740.0,1,1,2,4,Hibernating
13741.0,3,3,3,9,Potential Loyalists
13742.0,4,5,5,14,Champions
13743.0,5,4,4,13,Champions
13744.0,2,2,4,8,About to Sleep
13745.0,2,1,2,5,Hibernating
13747.0,1,1,1,3,Hibernating
13748.0,2,3,4,9,Need Attention
13750.0,3,3,4,10,Potential Loyalists
13751.0,1,1,2,4,Hibernating
13752.0,2,4,4,10,At Risk
13753.0,1,1,3,5,About to Sleep
13754.0,2,2,2,6,Hibernating
13755.0,5,4,5,14,Champions
13756.0,5,5,5,15,Champions
13758.0,5,4,5,14,Champions
13759.0,3,2,3,8,Cannot Lose
13760.0,3,2,2,7,Promising
13761.0,3,2,4,9,Cannot Lose
13762.0,1,1,2,4,Hibernating
13763.0,3,1,4,8,Cannot Lose
13764.0,3,3,4,10,Potential Loyalists
13767.0,5,5,5,15,Champions
13769.0,5,4,5,14,Champions
13771.0,3,3,5,11,Potential Loyalists
13772.0,3,3,4,10,Potential Loyalists
13774.0,2,1,2,5,Hibernating
13777.0,5,5,5,15,Champions
13778.0,2,1,1,4,Hibernating
13780.0,5,2,2,9,New Customers
13781.0,1,1,1,3,Hibernating
13782.0,5,4,3,12,Loyal Customers
13784.0,5,5,5,15,Champions
13786.0,1,1,1,3,Hibernating
13787.0,2,2,2,6,Hibernating
13790.0,5,1,2,8,New Customers
13791.0,2,2,4,8,About to Sleep
13792.0,3,2,1,6,Promising
13798.0,5,5,5,15,Champions
13799.0,2,2,3,7,About to Sleep
13800.0,1,1,3,5,About to Sleep
13801.0,3,1,2,6,Promising
13802.0,2,3,5,10,Need Attention
13803.0,1,1,2,4,Hibernating
13804.0,4,4,5,13,Champions
13805.0,3,2,3,8,Cannot Lose
13806.0,3,1,2,6,Promising
13807.0,1,1,1,3,Hibernating
13808.0,5,3,4,12,Loyal Customers
13809.0,1,1,1,3,Hibernating
13810.0,4,2,3,9,Cannot Lose
13811.0,1,2,3,6,About to Sleep
13812.0,3,3,3,9,Potential Loyalists
13813.0,3,3,4,10,Potential Loyalists
13814.0,2,2,4,8,About to Sleep
13815.0,4,3,5,12,Loyal Customers
13816.0,4,2,3,9,Cannot Lose
13817.0,4,2,2,8,New Customers
13819.0,1,3,4,8,Need Attention
13821.0,2,2,2,6,Hibernating
13822.0,5,2,3,10,Cannot Lose
13823.0,4,2,4,10,Loyal Customers
13824.0,4,3,4,11,Loyal Customers
13826.0,2,1,1,4,Hibernating
13827.0,3,3,2,8,Cannot Lose
13828.0,4,1,1,6,New Customers
13831.0,4,4,5,13,Champions
13832.0,4,1,1,6,New Customers
13833.0,2,1,2,5,Hibernating
13835.0,4,3,3,10,Potential Loyalists
13837.0,1,2,2,5,Hibernating
13838.0,5,3,3,11,Potential Loyalists
13841.0,1,1,1,3,Hibernating
13842.0,3,4,5,12,Potential Loyalists
13844.0,5,1,2,8,New Customers
13845.0,3,1,2,6,Promising
13846.0,4,3,3,10,Potential Loyalists
13848.0,1,1,1,3,Hibernating
13849.0,3,2,4,9,Cannot Lose
13850.0,2,1,4,7,About to Sleep
13851.0,2,3,5,10,Need Attention
13853.0,3,1,4,8,Cannot Lose
13854.0,5,5,5,15,Champions
13856.0,2,3,2,7,Cannot Lose
13858.0,3,1,1,5,Promising
13859.0,1,1,1,3,Hibernating
13860.0,5,3,4,12,Loyal Customers
13862.0,4,4,5,13,Champions
13863.0,1,1,2,4,Hibernating
13865.0,3,3,3,9,Potential Loyalists
13866.0,2,1,1,4,Hibernating
13867.0,4,3,4,11,Loyal Customers
13868.0,3,1,3,7,Cannot Lose
13869.0,2,3,5,10,Need Attention
13870.0,5,4,5,14,Champions
13871.0,4,5,5,14,Champions
13873.0,2,3,2,7,Cannot Lose
13874.0,1,1,3,5,About to Sleep
13875.0,3,3,4,10,Potential Loyalists
13876.0,3,1,1,5,Promising
13877.0,2,1,1,4,Hibernating
13878.0,3,1,4,8,Cannot Lose
13880.0,4,5,5,14,Champions
13881.0,5,5,5,15,Champions
13882.0,5,3,4,12,Loyal Customers
13883.0,5,3,5,13,Champions
13884.0,5,3,3,11,Potential Loyalists
13885.0,1,2,3,6,About to Sleep
13886.0,3,1,1,5,Promising
13887.0,1,1,2,4,Hibernating
13888.0,2,2,3,7,About to Sleep
13889.0,2,1,2,5,Hibernating
13890.0,5,4,4,13,Champions
13892.0,4,3,3,10,Potential Loyalists
13893.0,1,1,3,5,About to Sleep
13894.0,4,3,3,10,Potential Loyalists
13895.0,4,3,5,12,Loyal Customers
13897.0,3,1,2,6,Promising
13898.0,1,1,1,3,Hibernating
13899.0,4,2,2,8,New Customers
13900.0,1,3,3,7,Need Attention
13901.0,2,3,5,10,Need Attention
13904.0,3,2,2,7,Promising
13908.0,2,3,5,10,Need Attention
13911.0,3,4,5,12,Potential Loyalists
13914.0,5,2,3,10,Cannot Lose
13917.0,3,2,2,7,Promising
13918.0,3,2,4,9,Cannot Lose
13919.0,3,2,2,7,Promising
13922.0,1,1,1,3,Hibernating
13923.0,3,1,2,6,Promising
13924.0,5,4,4,13,Champions
13925.0,2,3,3,8,Need Attention
13926.0,4,1,1,6,New Customers
13927.0,2,1,2,5,Hibernating
13928.0,5,3,2,10,Cannot Lose
13929.0,2,2,3,7,About to Sleep
13930.0,3,2,2,7,Promising
13931.0,2,2,4,8,About to Sleep
13932.0,1,1,2,4,Hibernating
13933.0,2,2,3,7,About to Sleep
13934.0,1,1,3,5,About to Sleep
13936.0,2,1,2,5,Hibernating
13937.0,2,1,1,4,Hibernating
13938.0,3,1,1,5,Promising
13939.0,4,3,3,10,Potential Loyalists
13940.0,4,3,3,10,Potential Loyalists
13941.0,4,3,5,12,Loyal Customers
13946.0,2,3,3,8,Need Attention
13947.0,3,1,1,5,Promising
13948.0,1,1,1,3,Hibernating
13949.0,5,4,5,14,Champions
13950.0,5,3,3,11,Potential Loyalists
13951.0,2,3,3,8,Need Attention
13952.0,1,2,5,8,About to Sleep
13953.0,5,4,5,14,Champions
13954.0,5,2,2,9,New Customers
13955.0,2,2,2,6,Hibernating
13956.0,5,3,4,12,Loyal Customers
13959.0,2,3,3,8,Need Attention
13960.0,4,2,1,7,New Customers
13962.0,4,2,1,7,New Customers
13963.0,1,3,3,7,Need Attention
13967.0,2,1,1,4,Hibernating
13969.0,5,5,5,15,Champions
13971.0,4,4,5,13,Champions
13972.0,3,2,1,6,Promising
13973.0,1,1,2,4,Hibernating
13974.0,3,1,2,6,Promising
13975.0,4,4,5,13,Champions
13976.0,1,1,2,4,Hibernating
13978.0,4,2,1,7,New Customers
13979.0,2,1,3,6,About to Sleep
13980.0,3,1,1,5,Promising
13982.0,3,3,4,10,Potential Loyalists
13983.0,4,4,4,12,Loyal Customers
13984.0,4,3,3,10,Potential Loyalists
13985.0,5,5,5,15,Champions
13986.0,4,1,2,7,New Customers
13988.0,4,4,5,13,Champions
13989.0,3,2,4,9,Cannot Lose
13990.0,1,1,2,4,Hibernating
13991.0,5,4,3,12,Loyal Customers
13992.0,4,1,1,6,New Customers
13993.0,3,4,5,12,Potential Loyalists
13994.0,5,4,5,14,Champions
13995.0,4,3,4,11,Loyal Customers
13999.0,5,5,5,15,Champions
14000.0,1,1,3,5,About to Sleep
14001.0,3,3,5,11,Potential Loyalists
14002.0,2,2,3,7,About to Sleep
14004.0,3,4,5,12,Potential Loyalists
14005.0,5,3,5,13,Champions
14006.0,2,3,4,9,Need Attention
14009.0,1,2,3,6,About to Sleep
14012.0,1,1,2,4,Hibernating
14013.0,2,3,2,7,Cannot Lose
14014.0,2,1,3,6,About to Sleep
14015.0,3,1,3,7,Cannot Lose
14016.0,2,3,5,10,Need Attention
14019.0,3,3,4,10,Potential Loyalists
14020.0,4,2,3,9,Cannot Lose
14021.0,2,3,3,8,Need Attention
14022.0,1,1,2,4,Hibernating
14023.0,5,2,3,10,Cannot Lose
14024.0,2,2,2,6,Hibernating
14027.0,3,1,1,5,Promising
14029.0,3,2,2,7,Promising
14030.0,4,4,4,12,Loyal Customers
14031.0,5,5,5,15,Champions
14032.0,5,5,5,15,Champions
14034.0,4,3,3,10,Potential Loyalists
14035.0,4,3,4,11,Loyal Customers
14036.0,1,1,3,5,About to Sleep
14037.0,2,2,1,5,Hibernating
14038.0,2,3,4,9,Need Attention
14039.0,3,1,1,5,Promising
14040.0,3,5,5,13,Champions
14041.0,1,1,1,3,Hibernating
14044.0,4,3,3,10,Potential Loyalists
14045.0,2,3,4,9,Need Attention
14046.0,1,1,1,3,Hibernating
14047.0,5,3,4,12,Loyal Customers
14048.0,1,1,2,4,Hibernating
14049.0,4,3,5,12,Loyal Customers
14050.0,4,2,3,9,Cannot Lose
14051.0,5,5,5,15,Champions
14052.0,4,1,1,6,New Customers
14053.0,2,2,2,6,Hibernating
14054.0,3,1,1,5,Promising
14055.0,2,1,3,6,About to Sleep
14056.0,5,5,5,15,Champions
14057.0,4,5,5,14,Champions
14059.0,1,1,1,3,Hibernating
14060.0,5,5,5,15,Champions
14062.0,5,5,5,15,Champions
14064.0,4,3,4,11,Loyal Customers
14066.0,1,1,1,3,Hibernating
14067.0,3,2,2,7,Promising
14068.0,1,1,2,4,Hibernating
14071.0,5,4,4,13,Champions
14073.0,4,1,1,6,New Customers
14075.0,5,3,4,12,Loyal Customers
14076.0,2,1,1,4,Hibernating
14077.0,3,3,3,9,Potential Loyalists
14078.0,2,4,4,10,At Risk
14079.0,2,1,2,5,Hibernating
14080.0,4,1,1,6,New Customers
14081.0,1,2,4,7,About to Sleep
14082.0,1,1,1,3,Hibernating
14083.0,5,4,4,13,Champions
14085.0,5,5,5,15,Champions
14087.0,5,1,1,7,New Customers
14088.0,5,5,5,15,Champions
14089.0,3,1,1,5,Promising
14090.0,1,1,1,3,Hibernating
14092.0,5,5,5,15,Champions
14093.0,5,1,2,8,New Customers
14096.0,5,5,5,15,Champions
14098.0,3,1,1,5,Promising
14099.0,4,5,5,14,Champions
14100.0,2,1,1,4,Hibernating
14101.0,2,4,5,11,At Risk
14102.0,5,3,4,12,Loyal Customers
14104.0,2,2,1,5,Hibernating
14105.0,1,1,4,6,About to Sleep
14107.0,3,4,5,12,Potential Loyalists
14108.0,4,2,3,9,Cannot Lose
14109.0,2,1,1,4,Hibernating
14110.0,5,5,5,15,Champions
14111.0,4,3,3,10,Potential Loyalists
14112.0,4,4,5,13,Champions
14113.0,5,3,4,12,Loyal Customers
14114.0,1,2,2,5,Hibernating
14116.0,4,3,4,11,Loyal Customers
14117.0,2,1,1,4,Hibernating
14121.0,5,3,5,13,Champions
14124.0,2,1,2,5,Hibernating
14125.0,5,3,5,13,Champions
14126.0,5,3,3,11,Potential Loyalists
14127.0,2,3,3,8,Need Attention
14128.0,3,2,3,8,Cannot Lose
14129.0,5,3,4,12,Loyal Customers
14130.0,1,1,3,5,About to Sleep
14132.0,5,5,5,15,Champions
14133.0,2,3,3,8,Need Attention
14135.0,5,5,5,15,Champions
14138.0,5,2,4,11,Loyal Customers
14139.0,3,1,2,6,Promising
14140.0,5,2,4,11,Loyal Customers
14141.0,5,3,3,11,Potential Loyalists
14142.0,1,1,2,4,Hibernating
14143.0,2,1,1,4,Hibernating
14145.0,3,3,5,11,Potential Loyalists
14146.0,5,3,5,13,Champions
14147.0,2,2,3,7,About to Sleep
14148.0,1,1,1,3,Hibernating
14149.0,1,1,2,4,Hibernating
14150.0,3,2,3,8,Cannot Lose
14152.0,2,2,3,7,About to Sleep
14154.0,1,2,4,7,About to Sleep
14155.0,1,1,1,3,Hibernating
14156.0,5,5,5,15,Champions
14157.0,4,2,2,8,New Customers
14158.0,3,1,3,7,Cannot Lose
14159.0,4,5,5,14,Champions
14161.0,1,3,4,8,Need Attention
14162.0,2,2,2,6,Hibernating
14163.0,2,3,5,10,Need Attention
14164.0,3,2,4,9,Cannot Lose
14165.0,1,1,1,3,Hibernating
14167.0,3,3,3,9,Potential Loyalists
14171.0,2,1,2,5,Hibernating
14173.0,5,3,2,10,Cannot Lose
14174.0,3,1,1,5,Promising
14175.0,3,3,5,11,Potential Loyalists
14176.0,1,3,3,7,Need Attention
14177.0,2,3,3,8,Need Attention
14178.0,5,4,4,13,Champions
14179.0,3,2,3,8,Cannot Lose
14180.0,5,5,5,15,Champions
14184.0,3,1,2,6,Promising
14185.0,1,1,1,3,Hibernating
14188.0,4,4,5,13,Champions
14189.0,5,5,5,15,Champions
14191.0,5,5,5,15,Champions
14193.0,3,2,3,8,Cannot Lose
14194.0,5,5,5,15,Champions
14195.0,1,2,4,7,About to Sleep
14196.0,2,1,2,5,Hibernating
14198.0,4,3,3,10,Potential Loyalists
14199.0,1,1,1,3,Hibernating
14201.0,3,4,3,10,Potential Loyalists
14204.0,5,1,1,7,New Customers
14205.0,4,2,2,8,New Customers
14206.0,1,1,2,4,Hibernating
14208.0,2,1,1,4,Hibernating
14209.0,5,4,5,14,Champions
14210.0,2,4,4,10,At Risk
14211.0,3,4,5,12,Potential Loyalists
14212.0,2,1,4,7,About to Sleep
14214.0,4,3,4,11,Loyal Customers
14215.0,5,4,4,13,Champions
14216.0,5,3,4,12,Loyal Customers
14217.0,5,5,4,14,Champions
14218.0,3,1,1,5,Promising
14219.0,5,1,1,7,New Customers
14220.0,1,2,3,6,About to Sleep
14221.0,3,4,5,12,Potential Loyalists
14222.0,2,1,3,6,About to Sleep
14223.0,2,3,4,9,Need Attention
14224.0,2,3,4,9,Need Attention
14226.0,4,3,5,12,Loyal Customers
14227.0,4,4,5,13,Champions
14229.0,3,3,4,10,Potential Loyalists
14231.0,1,3,4,8,Need Attention
14232.0,3,3,5,11,Potential Loyalists
14233.0,3,3,4,10,Potential Loyalists
14234.0,4,3,3,10,Potential Loyalists
14235.0,2,3,5,10,Need Attention
14236.0,2,2,3,7,About to Sleep
14237.0,1,1,1,3,Hibernating
14238.0,1,1,1,3,Hibernating
14239.0,3,5,5,13,Champions
14240.0,4,2,3,9,Cannot Lose
14241.0,1,1,1,3,Hibernating
14242.0,1,2,2,5,Hibernating
14243.0,5,4,5,14,Champions
14245.0,1,2,4,7,About to Sleep
14246.0,2,3,4,9,Need Attention
14247.0,1,1,1,3,Hibernating
14248.0,1,1,2,4,Hibernating
14250.0,5,3,4,12,Loyal Customers
14251.0,5,3,5,13,Champions
14256.0,1,2,4,7,About to Sleep
14257.0,3,3,5,11,Potential Loyalists
14258.0,5,4,5,14,Champions
14259.0,2,1,1,4,Hibernating
14261.0,3,2,4,9,Cannot Lose
14262.0,5,4,5,14,Champions
14264.0,2,2,2,6,Hibernating
14265.0,2,2,3,7,About to Sleep
14267.0,2,3,4,9,Need Attention
14270.0,1,1,3,5,About to Sleep
14271.0,1,1,1,3,Hibernating
14272.0,2,2,2,6,Hibernating
14273.0,3,3,3,9,Potential Loyalists
14276.0,2,3,4,9,Need Attention
14277.0,4,3,5,12,Loyal Customers
14280.0,1,1,1,3,Hibernating
14282.0,5,5,5,15,Champions
14284.0,4,2,3,9,Cannot Lose
14285.0,4,3,4,11,Loyal Customers
14286.0,4,3,5,12,Loyal Customers
14287.0,5,3,1,9,Cannot Lose
14288.0,1,1,2,4,Hibernating
14289.0,5,4,3,12,Loyal Customers
14290.0,5,3,5,13,Champions
14291.0,5,5,5,15,Champions
14292.0,5,4,5,14,Champions
14293.0,5,3,4,12,Loyal Customers
14295.0,3,1,1,5,Promising
14297.0,4,3,4,11,Loyal Customers
14298.0,5,5,5,15,Champions
14299.0,5,4,5,14,Champions
14300.0,4,1,1,6,New Customers
14301.0,2,1,3,6,About to Sleep
14304.0,1,1,2,4,Hibernating
14305.0,3,3,4,10,Potential Loyalists
14306.0,3,2,5,10,Cannot Lose
14307.0,2,4,5,11,At Risk
14309.0,5,4,5,14,Champions
14311.0,1,1,2,4,Hibernating
14312.0,3,4,4,11,Potential Loyalists
14314.0,2,1,1,4,Hibernating
14315.0,3,4,5,12,Potential Loyalists
14317.0,3,1,3,7,Cannot Lose
14320.0,1,2,2,5,Hibernating
